train_loss,val_loss
1221118586693.818,2083998108.4444444
17013208219.151516,2777174712.888889
6822925684.363636,2648656156.4444447
4105476421.818182,825959338.6666666
3133454196.3636365,151153032.0
2012068592.4848485,2429345920.0
1457400032.969697,8821048433.777779
1078739646.060606,8373613084.444445
776338084.8484849,8856176184.88889
662422295.2727273,12201285518.222221
452746709.8181818,8542179043.555555
411883278.54545456,7058946531.555555
339071106.42424244,5673263701.333333
264894322.9090909,5783847253.333333
239437273.45454547,5304170752.0
241543643.87878788,3620339086.2222223
135026011.03030303,3149015921.7777777
118183746.78787878,2882722005.3333335
113465603.63636364,1848748515.5555556
98728850.12121212,2431917838.2222223
