train_loss,val_loss,train_reg_loss_epoch,train_clf_loss_epoch,val_reg_loss_epoch,val_clf_loss_epoch
0.5229365282198962,0.3613080382347107,0.12865851994823008,0.7885560253087212,0.01751283947378397,0.6875903964042663
0.43298698523465323,0.3594288766384125,0.06818891645354383,0.7295961450127995,0.016034297458827496,0.6867891550064087
0.38638196973239675,0.3578430712223053,0.030159815159790656,0.712444312432233,0.018090668600052595,0.6795048117637634
0.37812411083894615,0.3585625886917114,0.015989688992062035,0.724268846652087,0.016685083415359257,0.6837550163269043
0.3739509880542755,0.35814881324768066,0.011573239147443981,0.7247555010459003,0.015906451269984245,0.6844847083091736
0.36213656734017763,0.35701695680618284,0.009047624162014793,0.7061778832884396,0.015335869882255793,0.6833621740341187
0.36099380079437704,0.3586931645870209,0.007467218181666206,0.7070531634723439,0.01472548246383667,0.6879353642463684
0.3550962402540095,0.35789172649383544,0.006531783105695949,0.6971289164879743,0.014597929082810879,0.6865875840187072
0.3631071202895221,0.35862297415733335,0.005598432713133448,0.7150173783302307,0.014741169475018977,0.6877636075019836
0.3633889450746424,0.3575600743293762,0.005245960591470494,0.7162859650219188,0.014839052688330412,0.685442042350769
