train_loss,val_loss,train_reg_loss_epoch,train_clf_loss_epoch,val_reg_loss_epoch,val_clf_loss_epoch
0.7590021014213562,0.34752949078877765,0.36146286129951477,0.7950784921646118,0.0013906351814512163,0.692277709643046
0.6453505516052246,0.35526474316914874,0.25816927254199984,0.7743625521659852,0.0067143601675828295,0.6971007784207662
0.5711651742458344,0.3614940444628398,0.23209459632635115,0.6781411409378052,0.009812393691390753,0.703363299369812
0.4707066804170609,0.3633548319339752,0.13853899277746679,0.6643353819847106,0.014356485257546106,0.6979966958363851
0.47543759644031525,0.3541288177172343,0.12704062089323997,0.6967939555644989,0.006430217996239662,0.6953971783320109
0.4610685586929321,0.3524908423423767,0.09410346252843738,0.7339301824569702,0.008441323414444923,0.6880990266799927
0.4574496209621429,0.34916846950848895,0.09584320262074471,0.7232128322124481,0.0042334389096746845,0.6898700594902039
0.4107196033000946,0.3485741813977559,0.07306798100471497,0.6753032445907593,0.0017489599898302306,0.6936504443486532
0.4052925318479538,0.35234855612119037,0.051115477457642555,0.708354115486145,0.003429052419960499,0.6978390018145243
0.3970861524343491,0.3526064952214559,0.04522704891860485,0.7037182033061982,0.005142397712916136,0.6949281692504883
0.3837056428194046,0.35651745398839313,0.03978361692279577,0.687844055891037,0.008965843201925358,0.6951032082239786
0.3767740994691849,0.35204601287841797,0.030811067670583725,0.6919260621070862,0.006573553817967574,0.6909449100494385
0.38386404812335967,0.34967822829882306,0.034139082208275794,0.6994499206542969,0.00480670287894706,0.6897430618604025
0.4042876034975052,0.3502584993839264,0.049042063858360053,0.7104910850524903,0.005951943341642618,0.6886130968729655
0.3657676219940186,0.3485511243343353,0.02235377924516797,0.6868276834487915,0.0019364873296581209,0.6932292779286703
0.36611091792583467,0.3501906394958496,0.023782451916486026,0.6846569299697876,0.003487683328179022,0.6934059063593546
